"","movie_id","movie_title","genre","Documentary","Short","Horror","Adventure","Fantasy","Action","Crime","Drama","Romance","History","Comedy","Family","War","Sport","Biography","Mystery","Sci-Fi","Thriller","Animation","Western","Music","Musical","Film-Noir","Adult","Talk-Show","News","Reality-TV","Game-Show"
"6159",99523,"Evil Spirits (1990)","Horror",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6160",99528,"The Exorcist III (1990)","Drama|Horror|Mystery",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6161",99558,"Fei ying gai wak (1991)","Action|Adventure|Comedy",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6162",99566,"The Field (1990)","Drama|Thriller",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6163",99572,"The Final Alliance (1990)","Action|Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6164",99575,"Fire Birds (1990)","Action|Adventure",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6165",99578,"The First Power (1990)","Crime|Horror|Thriller",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6166",99582,"Flatliners (1990)","Drama|Horror|Sci-Fi",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6167",99587,"Flight of the Intruder (1991)","Action|Drama|Thriller",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6168",99611,"Frankenhooker (1990)","Comedy|Horror|Sci-Fi",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6169",99612,"Roger Corman's Frankenstein Unbound (1990)","Drama|Horror|Sci-Fi",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6170",99615,"The Freshman (1990)","Comedy|Crime",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6171",99636,"The Gate II: Trespassers (1990)","Fantasy|Horror|Comedy",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6172",99637,"Un gatto nel cervello (1990)","Comedy|Horror",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6173",99653,"Ghost (1990)","Drama|Fantasy|Romance",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6174",99654,"Ghost Dad (1990)","Comedy|Family|Fantasy",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6175",99674,"The Godfather: Part III (1990)","Crime|Drama",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6176",99685,"Goodfellas (1990)","Biography|Crime|Drama",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6177",99696,"Cavallette (1990)","Animation|Short|Comedy",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6178",99697,"Graveyard Shift (1990)","Horror",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6179",99699,"Green Card (1990)","Comedy|Drama|Romance",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6180",99700,"Gremlins 2: The New Batch (1990)","Comedy|Horror",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6181",99703,"The Grifters (1990)","Crime|Drama|Thriller",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6182",99726,"Hamlet (1990)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6183",99729,"Hamoun (1990)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6184",99731,"The Handmaid's Tale (1990)","Drama|Romance|Sci-Fi",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6185",99739,"Hard to Kill (1990)","Action|Drama|Crime",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6186",99740,"Hardware (1990)","Action|Sci-Fi|Thriller",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"6187",99747,"Havana (1990)","Drama|Romance|War",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6188",99750,"Heart Condition (1990)","Comedy|Crime|Drama",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6189",99762,"Henry & June (1990)","Biography|Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6190",99763,"Henry: Portrait of a Serial Killer (1986)","Crime|Drama|Horror",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6191",99768,"Hidden Agenda (1990)","Drama|Thriller",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6192",99776,"Europa Europa (1990)","Drama|History|War",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6193",99785,"Home Alone (1990)","Comedy|Family",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6194",99797,"The Hot Spot (1990)","Crime|Drama|Romance",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6195",99800,"House Party (1990)","Comedy|Music|Romance",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6196",99809,"Huang jia nu jiang (1990)","Action|Crime",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6197",99810,"The Hunt for Red October (1990)","Action|Adventure|Thriller",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6198",99817,"Dark Angel (1990)","Action|Crime|Horror",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6199",99818,"I Hired a Contract Killer (1990)","Drama|Comedy",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6200",99819,"I Love You to Death (1990)","Comedy|Crime",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6201",99832,"Impulse (1990)","Crime|Drama|Thriller",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6202",99843,"Indio (1989)","Adventure|Action",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6203",99850,"Internal Affairs (1990)","Action|Crime|Drama",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6204",99857,"Iron & Silk (1990)","Comedy|Drama",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6205",99858,"Iskanderija, kaman oue kaman (1989)",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6206",99871,"Jacob's Ladder (1990)","Drama|Horror|Mystery",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6207",99892,"Joe Versus the Volcano (1990)","Comedy|Romance",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6208",99938,"Kindergarten Cop (1990)","Action|Comedy|Crime",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6209",99939,"King of New York (1990)","Crime|Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6210",99943,"Kishen Kanhaiya (1990)","Drama|Family",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6211",99951,"The Krays (1990)","Biography|Crime|Drama",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6212",99959,"Kurt Olsson - filmen om mitt liv som mej själv (1990)","Comedy",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6213",99994,"Leatherface: Texas Chainsaw Massacre III (1990)","Horror|Thriller",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6214",100024,"Life Is Sweet (1990)","Comedy|Drama",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6215",100029,"Lionheart (1990)","Action|Drama|Sport",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6216",100031,"Lisa (1990)","Drama|Horror|Thriller",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6217",100046,"The Long Walk Home (1990)","Drama|History",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6218",100050,"Look Who's Talking Too (1990)","Comedy|Romance",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6219",100054,"Lord of the Flies (1990)","Adventure|Drama|Thriller",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6220",100095,"Maine Pyar Kiya (1989)","Family|Musical|Romance",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"6221",100107,"Maniac Cop 2 (1990)","Crime|Horror|Action",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6222",100112,"Le mari de la coiffeuse (1990)","Comedy|Drama|Romance",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6223",100114,"Marked for Death (1990)","Action|Adventure|Crime",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6224",100133,"Memphis Belle (1990)","Action|Drama|War",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6225",100135,"Men at Work (1990)","Action|Comedy|Crime",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6226",100140,"Mermaids (1990)","Comedy|Drama|Romance",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6227",100142,"Metropolitan (1990)","Comedy|Drama|Romance",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6228",100143,"Miami Blues (1990)","Comedy|Crime|Drama",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6229",100150,"Miller's Crossing (1990)","Crime|Drama|Thriller",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6230",100152,"Mindwarp (1992)","Horror|Sci-Fi|Thriller",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"6231",100157,"Misery (1990)","Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6232",100161,"Mister Frost (1990)","Drama|Horror|Thriller",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6233",100168,"Mo' Better Blues (1990)","Drama|Music|Romance",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6234",100196,"Mountains of the Moon (1990)","Adventure|Drama|History",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6235",100198,"Moya moryachka (1990)","Comedy|Musical",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"6236",100201,"Mr. Destiny (1990)","Comedy|Fantasy|Romance",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6237",100211,"Music Box (1989)","Crime|Drama|Thriller",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6238",100212,"My Blue Heaven (1990)","Comedy|Crime",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6239",100224,"Narrow Margin (1990)","Action|Crime|Thriller",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6240",100232,"Navy Seals (1990)","Action|Adventure|Thriller",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6241",100234,"Nema-ye Nazdik (1990)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6242",100240,"The Neverending Story II: The Next Chapter (1990)","Adventure|Drama|Family",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6243",100258,"Night of the Living Dead (1990)","Horror",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6244",100260,"Nightbreed (1990)","Action|Crime|Drama",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6245",100263,"Nikita (1990)","Action|Thriller",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6246",100269,"'Non', ou A Vã Glória de Mandar (1990)","Drama|History|War",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6247",100280,"Nuns on the Run (1990)","Comedy|Crime",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6248",100318,"Pacific Heights (1990)","Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6249",100332,"Paris Is Burning (1990)","Documentary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6250",100337,"Pasport (1991)","Adventure|Comedy|Drama",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6251",100339,"Kidô keisatsu patorebâ: Gekijô-ban (1989)","Animation|Action|Crime",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6252",100369,"The Pit and the Pendulum (1991)","Horror",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6253",100389,"Porte aperte (1990)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6254",100395,"Postcards from the Edge (1990)","Comedy|Drama",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6255",100403,"Predator 2 (1990)","Action|Horror|Sci-Fi",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6256",100404,"Presumed Innocent (1990)","Mystery|Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"6257",100405,"Pretty Woman (1990)","Comedy|Romance",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6258",100419,"Problem Child (1990)","Comedy|Family",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6259",100428,"Présumé dangereux (1990)","Action|Thriller",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6260",100436,"Pump Up the Volume (1990)","Comedy|Drama|Music",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6261",100442,"Q & A (1990)","Crime|Drama|Thriller",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6262",100449,"Quick Change (1990)","Comedy|Crime",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6263",100469,"The Reflecting Skin (1990)","Drama|Horror|Thriller",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6264",100475,"Repossessed (1990)","Comedy|Horror",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6265",100477,"The Rescuers Down Under (1990)","Animation|Adventure|Crime",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6266",100485,"Revenge (1990)","Action|Crime|Drama",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6267",100486,"Reversal of Fortune (1990)","Biography|Drama|Mystery",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"6268",100491,"Riff-Raff (1991)","Comedy|Drama",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6269",100502,"RoboCop 2 (1990)","Action|Sci-Fi",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6270",100507,"Rocky V (1990)","Drama|Sport",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6271",100508,"Rodrigo D: No futuro (1990)","Crime|Drama|Music",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6272",100514,"The Rookie (1990)","Action|Comedy|Crime",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6273",100530,"The Russia House (1990)","Drama|Romance|Thriller",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6274",100563,"Krug vtoroy (1990)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6275",100589,"Shakma (1990)","Horror",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6276",100594,"The Sheltering Sky (1990)","Adventure|Drama",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6277",100602,"A Shock to the System (1990)","Comedy|Crime|Thriller",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6278",100606,"A Show of Force (1990)","Drama|Thriller",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6279",100611,"Sibling Rivalry (1990)","Comedy",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6280",100624,"Sink or Swim (1990)","Documentary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6281",100625,"Sien nui yau wan II yan gaan do (1990)","Action|Comedy|Fantasy",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6282",100663,"Sorority House Massacre II (1990)","Comedy|Horror|Thriller",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6283",100665,"Soultaker (1990)","Fantasy|Horror",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6284",100680,"Stanley & Iris (1989)","Drama|Romance",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6285",100681,"Stanno tutti bene (1990)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6286",100685,"State of Grace (1990)","Action|Crime|Drama",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6287",100707,"Streets (1990)","Action|Drama|Thriller",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6288",100740,"Tales from the Darkside: The Movie (1990)","Comedy|Horror|Thriller",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6289",100758,"Teenage Mutant Ninja Turtles (1990)","Action|Adventure|Comedy",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6290",100802,"Total Recall (1990)","Action|Sci-Fi",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6291",100811,"Transylvania Twist (1989)","Comedy|Horror",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6292",100814,"Tremors (1990)","Comedy|Horror|Sci-Fi",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6293",100822,"Tune in Tomorrow... (1990)","Comedy|Romance",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6294",100827,"Due occhi diabolici (1990)","Horror",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6295",100828,"The Two Jakes (1990)","Crime|Drama|Mystery",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6296",100835,"Ultrà (1991)","Drama|Sport",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6297",100869,"La vie des morts (1991)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6298",100873,"Vincent & Theo (1990)","Biography|Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6299",100928,"White Hunter Black Heart (1990)","Adventure|Drama",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6300",100929,"White Room (1990)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6301",100934,"Wild Orchid (1989)","Drama|Romance",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6302",100935,"Wild at Heart (1990)","Comedy|Crime|Thriller",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6303",100944,"The Witches (1990)","Adventure|Comedy|Fantasy",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6304",100968,"Xian fa zhi ren (1990)","Action|Thriller",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6305",100988,"Yksinteoin (1990)","Documentary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6306",100990,"Yo, la peor de todas (1990)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6307",100994,"Young Guns II (1990)","Western",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6308",100998,"Dreams (1990)","Drama|Fantasy",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6309",101019,"Zone rouge (1986)","Crime|Thriller|Action",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6310",101020,"Zong heng si hai (1991)","Action|Comedy|Crime",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6311",101026,"Átame! (1990)","Comedy|Crime|Drama",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6312",101253,"Three Days to a Kill (1992)","Crime|Drama",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6313",101256,"976-Evil II (1992)","Horror",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6314",101258,"Ah Fei zing zyun (1990)","Crime|Drama|Romance",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6315",101272,"The Addams Family (1991)","Comedy|Fantasy",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6316",101276,"Afraid of the Dark (1991)","Drama|Fantasy|Horror",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6317",101279,"Agantuk (1991)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
